@relation pac-man
@attribute ronda_tick NUMERIC
@attribute width NUMERIC
@attribute height NUMERIC
@attribute pmanPosX NUMERIC
@attribute pmanPosY NUMERIC
@attribute legalWest {None, West}
@attribute legalStop {None, Stop}
@attribute legalEast {None, East}
@attribute legalNorth {None, North}
@attribute legalSouth {None, South}
@attribute direction {Stop,West,East,North,South}
@attribute numAgents NUMERIC
@attribute livingG_0 {True,False}
@attribute livingG_1 {True,False}
@attribute livingG_2 {True,False}
@attribute livingG_3 {True,False}
@attribute livingG_4 {True,False}
@attribute g1posX NUMERIC
@attribute g1posY NUMERIC
@attribute g2posX NUMERIC
@attribute g2posY NUMERIC
@attribute g3posX NUMERIC
@attribute g3posY NUMERIC
@attribute g4posX NUMERIC
@attribute g4posY NUMERIC
@attribute g1dir {Stop,West,East,North,South}
@attribute g2dir {Stop,West,East,North,South}
@attribute g3dir {Stop,West,East,North,South}
@attribute g4dir {Stop,West,East,North,South}
@attribute g1dist NUMERIC
@attribute g2dist NUMERIC
@attribute g3dist NUMERIC
@attribute g4dist NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute score NUMERIC
@attribute scoreSiguiente NUMERIC
@attribute action {Stop,West,East,North,South}

@data
19,22,18,9,14,None,Stop,East,None,South,West,4,False,True,True,True,True,1,6,6,15,14,16,16,3,South,West,East,East,16,16,16,16,5,4,681,680,South
20,22,18,9,13,None,Stop,None,North,South,South,4,False,True,True,True,True,2,6,7,15,13,16,15,3,East,East,West,West,14,14,14,14,5,3,680,679,South
21,22,18,9,12,West,Stop,East,North,South,South,4,False,True,True,True,True,2,6,7,15,13,15,14,3,East,East,South,West,13,13,13,13,5,2,679,678,West
24,22,18,6,12,West,Stop,East,North,South,West,4,False,True,True,True,True,2,8,7,15,14,15,14,6,North,West,East,North,8,8,8,8,5,5,676,675,North
25,22,18,6,13,None,Stop,None,North,South,North,4,False,True,True,True,True,1,8,6,15,14,14,14,6,West,West,South,North,10,10,10,10,5,6,675,674,North
26,22,18,6,14,West,Stop,East,North,South,North,4,False,True,True,True,True,1,9,6,15,15,14,14,6,North,West,East,North,10,10,10,10,5,7,674,673,North
27,22,18,6,15,None,Stop,East,North,South,North,4,False,True,True,True,True,1,9,7,15,15,13,14,7,North,East,South,North,11,11,11,11,5,8,673,872,North
28,22,18,6,16,West,Stop,East,None,South,North,4,False,True,False,True,True,1,10,3,1,15,14,14,7,North,Stop,North,North,11,11,11,11,5,9,872,871,East
29,22,18,7,16,West,Stop,East,None,South,East,4,False,True,False,True,True,1,11,3,1,15,13,14,8,North,Stop,South,North,11,11,11,11,5,8,871,870,East
30,22,18,8,16,West,Stop,East,None,South,East,4,False,True,False,True,True,1,10,3,1,15,13,14,7,South,Stop,South,South,13,13,13,13,5,7,870,869,West
31,22,18,7,16,West,Stop,East,None,South,West,4,False,True,False,True,True,1,11,3,1,15,13,14,7,North,Stop,South,South,11,11,11,11,5,8,869,868,West
32,22,18,6,16,West,Stop,East,None,South,West,4,False,True,False,True,True,1,10,3,1,15,12,14,7,South,Stop,South,South,11,11,11,11,5,9,868,867,West
37,22,18,1,16,None,Stop,East,None,South,West,4,False,True,False,True,True,2,9,3,1,15,11,14,9,East,Stop,South,North,8,8,8,8,5,14,863,862,South
38,22,18,1,15,None,Stop,None,North,South,South,4,False,True,False,True,True,2,8,3,1,15,11,15,9,South,Stop,South,East,8,8,8,8,5,13,862,861,South
39,22,18,1,14,None,Stop,None,North,South,South,4,False,True,False,True,True,2,9,3,1,15,12,15,10,North,Stop,North,North,6,6,6,6,5,12,861,860,South
40,22,18,1,13,None,Stop,East,North,South,South,4,False,True,False,True,True,2,8,3,1,16,12,15,9,South,Stop,East,South,6,6,6,6,5,11,860,859,South
41,22,18,1,12,None,Stop,None,North,South,South,4,False,True,False,True,True,2,7,3,1,15,12,15,10,South,Stop,West,North,6,6,6,6,5,10,859,858,South
42,22,18,1,11,None,Stop,None,North,South,South,4,False,True,False,True,True,2,7,3,1,15,11,16,10,South,Stop,South,East,5,5,5,5,5,9,858,857,South
43,22,18,1,10,None,Stop,None,North,South,South,4,False,True,False,True,True,1,7,3,1,15,11,16,10,West,Stop,South,East,3,3,3,3,5,9,857,856,South
44,22,18,1,9,None,Stop,East,North,South,South,4,False,True,False,True,True,1,7,3,1,15,12,17,10,West,Stop,North,East,2,2,2,2,5,9,856,1055,South
45,22,18,1,8,None,Stop,East,North,South,South,4,False,False,False,True,True,1,8,3,1,15,12,16,10,Stop,Stop,North,West,-1,-1,-1,-1,5,9,1055,1054,South
46,22,18,1,7,None,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,15,11,16,10,Stop,Stop,South,West,-1,-1,-1,-1,5,9,1054,1053,South
47,22,18,1,6,None,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,15,10,17,10,Stop,Stop,South,East,-1,-1,-1,-1,5,10,1053,1052,South
48,22,18,1,5,None,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,15,10,17,9,Stop,Stop,South,South,-1,-1,-1,-1,5,11,1052,1051,South
49,22,18,1,4,None,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,14,10,17,9,Stop,Stop,West,South,-1,-1,-1,-1,5,12,1051,1050,East
50,22,18,2,4,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,14,10,17,9,Stop,Stop,West,South,-1,-1,-1,-1,5,11,1050,1049,East
51,22,18,3,4,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,14,9,17,8,Stop,Stop,South,South,-1,-1,-1,-1,5,10,1049,1048,Stop
52,22,18,3,4,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,14,10,17,7,Stop,Stop,North,South,-1,-1,-1,-1,5,10,1048,1047,Stop
53,22,18,3,4,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,15,10,16,7,Stop,Stop,East,West,-1,-1,-1,-1,5,10,1047,1046,West
54,22,18,2,4,West,Stop,East,North,South,West,4,False,False,False,True,True,1,1,3,1,14,10,15,7,Stop,Stop,West,West,-1,-1,-1,-1,5,11,1046,1045,South
65,22,18,10,4,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,16,10,15,7,Stop,Stop,East,South,-1,-1,-1,-1,5,3,1035,1034,North
66,22,18,10,5,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,10,15,8,Stop,Stop,West,North,-1,-1,-1,-1,5,2,1034,1033,North
67,22,18,10,6,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,9,14,8,Stop,Stop,South,West,-1,-1,-1,-1,5,1,1033,1132,North
68,22,18,10,7,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,14,9,14,8,Stop,Stop,West,West,-1,-1,-1,-1,4,1,1132,1131,East
69,22,18,11,7,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,14,9,14,7,Stop,Stop,West,South,-1,-1,-1,-1,4,2,1131,1130,East
70,22,18,12,7,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,14,8,14,8,Stop,Stop,South,North,-1,-1,-1,-1,4,3,1130,1129,East
72,22,18,14,7,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,15,9,15,9,Stop,Stop,North,North,-1,-1,-1,-1,4,5,1128,1127,North
73,22,18,14,8,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,8,14,9,Stop,Stop,South,West,-1,-1,-1,-1,4,4,1127,1126,North
74,22,18,14,9,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,7,14,10,Stop,Stop,South,North,-1,-1,-1,-1,4,4,1126,1125,North
75,22,18,14,10,None,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,14,7,15,10,Stop,Stop,West,East,-1,-1,-1,-1,4,4,1125,1324,East
76,22,18,15,10,West,Stop,East,North,South,East,4,False,False,False,True,False,1,1,3,1,15,7,15,10,Stop,Stop,East,Stop,-1,-1,-1,-1,4,5,1324,1323,South
77,22,18,15,9,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,15,7,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,4,5,1323,1322,South
78,22,18,15,8,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,14,7,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,4,5,1322,1321,South
3,22,18,11,5,West,Stop,East,North,South,West,4,False,True,True,True,True,3,5,7,16,13,15,19,4,North,North,West,West,8,8,8,8,12,2,-3,-4,West
4,22,18,10,5,West,Stop,East,North,South,West,4,False,True,True,True,True,2,5,8,16,14,15,19,4,West,East,East,West,8,8,8,8,12,2,-4,-5,North
5,22,18,10,6,West,Stop,East,North,South,North,4,False,True,True,True,True,2,6,8,15,14,14,18,4,North,South,South,West,8,8,8,8,12,1,-5,94,North
6,22,18,10,7,West,Stop,East,North,South,North,4,False,True,True,True,True,1,6,8,16,15,14,18,5,West,North,East,North,10,10,10,10,11,1,94,193,North
7,22,18,10,8,West,Stop,East,North,South,North,4,False,True,True,True,True,2,6,9,16,15,13,18,4,East,East,South,South,10,10,10,10,10,1,193,292,North
8,22,18,10,9,West,Stop,East,North,South,North,4,False,True,True,True,True,2,7,8,16,15,12,18,5,North,West,South,North,10,10,10,10,9,1,292,391,North
9,22,18,10,10,West,Stop,East,North,South,North,4,False,True,True,True,True,2,6,7,16,16,12,19,5,South,West,East,East,12,12,12,12,8,1,391,490,North
10,22,18,10,11,West,Stop,East,North,South,North,4,False,True,True,True,True,2,5,7,15,16,12,19,6,South,South,East,North,14,14,14,14,7,1,490,589,North
11,22,18,10,12,West,Stop,East,None,South,North,4,False,True,True,True,True,2,4,7,14,16,12,19,5,South,South,East,South,16,16,16,16,6,1,589,688,East
12,22,18,11,12,West,Stop,East,None,South,East,4,False,True,True,True,True,2,5,7,14,16,12,20,5,North,South,East,East,16,16,16,16,5,1,688,687,East
13,22,18,12,12,West,Stop,East,North,South,East,4,False,True,True,True,True,1,5,7,15,15,12,20,4,West,North,West,South,18,18,18,18,5,2,687,686,East
16,22,18,15,12,West,Stop,East,North,South,East,4,False,True,True,True,True,2,6,7,16,16,12,20,5,North,North,East,North,19,19,19,19,5,5,684,883,East
18,22,18,15,12,West,Stop,East,North,South,West,4,False,True,True,False,True,2,6,7,15,5,1,20,5,South,South,Stop,North,19,19,19,19,5,5,882,881,North
19,22,18,15,13,None,Stop,None,North,South,North,4,False,True,True,False,True,2,7,7,14,5,1,20,5,North,South,Stop,North,19,19,19,19,5,6,881,880,North
20,22,18,15,14,West,Stop,East,North,South,North,4,False,True,True,False,True,1,7,7,14,5,1,19,5,West,South,Stop,West,21,21,21,21,5,7,880,879,North
21,22,18,15,15,West,Stop,None,North,South,North,4,False,True,True,False,True,1,6,7,14,5,1,20,5,South,South,Stop,East,23,23,23,23,5,8,879,878,North
22,22,18,15,16,West,Stop,East,None,South,North,4,False,True,True,False,True,1,5,7,14,5,1,20,6,South,South,Stop,North,25,25,25,25,5,9,878,877,West
23,22,18,14,16,West,Stop,East,None,South,West,4,False,True,True,False,True,1,4,7,14,5,1,19,6,South,South,Stop,West,25,25,25,25,5,8,877,876,West
24,22,18,13,16,West,Stop,East,None,South,West,4,False,True,True,False,True,2,4,7,15,5,1,19,7,East,North,Stop,North,23,23,23,23,5,7,876,875,West
29,22,18,8,16,West,Stop,East,None,South,West,4,False,True,False,False,True,1,3,3,1,5,1,19,7,South,Stop,Stop,West,20,20,20,20,5,8,1071,1070,West
30,22,18,7,16,West,Stop,East,None,South,West,4,False,True,False,False,True,1,3,3,1,5,1,19,6,South,Stop,Stop,South,19,19,19,19,5,9,1070,1069,West
31,22,18,6,16,West,Stop,East,None,South,West,4,False,True,False,False,True,1,3,3,1,5,1,19,6,South,Stop,Stop,South,18,18,18,18,5,10,1069,1068,South
32,22,18,6,15,None,Stop,East,North,South,South,4,False,True,False,False,True,1,3,3,1,5,1,19,6,South,Stop,Stop,South,17,17,17,17,5,9,1068,1067,South
33,22,18,6,14,West,Stop,East,North,South,South,4,False,True,False,False,True,1,4,3,1,5,1,20,6,North,Stop,Stop,East,15,15,15,15,5,8,1067,1066,South
34,22,18,6,13,None,Stop,None,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,20,7,East,Stop,Stop,North,13,13,13,13,5,7,1066,1065,South
35,22,18,6,12,West,Stop,East,North,South,South,4,False,True,False,False,True,2,4,3,1,5,1,20,8,East,Stop,Stop,North,12,12,12,12,5,6,1065,1064,South
36,22,18,6,11,None,Stop,None,North,South,South,4,False,True,False,False,True,2,5,3,1,5,1,19,8,North,Stop,Stop,West,10,10,10,10,5,5,1064,1063,South
37,22,18,6,10,West,Stop,East,North,South,South,4,False,True,False,False,True,3,5,3,1,5,1,19,9,East,Stop,Stop,North,8,8,8,8,5,5,1063,1062,West
39,22,18,4,10,West,Stop,East,None,South,West,4,False,True,False,False,True,3,4,3,1,5,1,20,8,South,Stop,Stop,South,7,7,7,7,5,7,1061,1060,West
40,22,18,3,10,None,Stop,East,North,South,West,4,False,True,False,False,True,3,4,3,1,5,1,20,8,South,Stop,Stop,South,6,6,6,6,5,8,1060,1059,South
42,22,18,2,9,West,Stop,East,None,South,West,4,False,True,False,False,True,2,4,3,1,5,1,19,8,West,Stop,Stop,West,5,5,5,5,5,9,1058,1057,West
43,22,18,1,9,None,Stop,East,North,South,West,4,False,True,False,False,True,2,5,3,1,5,1,20,8,North,Stop,Stop,East,5,5,5,5,5,10,1057,1056,South
44,22,18,1,8,None,Stop,East,North,South,South,4,False,True,False,False,True,2,6,3,1,5,1,20,9,North,Stop,Stop,North,3,3,3,3,5,10,1056,1055,South
45,22,18,1,7,None,Stop,East,North,South,South,4,False,True,False,False,True,2,6,3,1,5,1,19,9,North,Stop,Stop,West,2,2,2,2,5,10,1055,1254,East
46,22,18,2,7,West,Stop,None,North,South,East,4,False,False,False,False,True,2,7,3,1,5,1,19,9,Stop,Stop,Stop,West,-1,-1,-1,-1,5,9,1254,1253,Stop
47,22,18,2,7,West,Stop,None,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,19,8,Stop,Stop,Stop,South,-1,-1,-1,-1,5,9,1253,1252,South
48,22,18,2,6,West,Stop,None,North,South,South,4,False,False,False,False,True,1,1,3,1,5,1,19,9,Stop,Stop,Stop,North,-1,-1,-1,-1,5,10,1252,1251,South
49,22,18,2,5,West,Stop,East,North,South,South,4,False,False,False,False,True,1,1,3,1,5,1,20,9,Stop,Stop,Stop,East,-1,-1,-1,-1,5,11,1251,1250,East
50,22,18,3,5,West,Stop,East,None,South,East,4,False,False,False,False,True,1,1,3,1,5,1,19,9,Stop,Stop,Stop,West,-1,-1,-1,-1,5,10,1250,1249,East
54,22,18,7,5,West,Stop,None,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,18,10,Stop,Stop,Stop,East,-1,-1,-1,-1,5,6,1246,1245,North
55,22,18,7,6,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,18,11,Stop,Stop,Stop,North,-1,-1,-1,-1,5,5,1245,1244,North
56,22,18,7,7,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,18,11,Stop,Stop,Stop,North,-1,-1,-1,-1,5,4,1244,1243,East
58,22,18,9,7,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,18,10,Stop,Stop,Stop,South,-1,-1,-1,-1,5,2,1242,1241,East
59,22,18,10,7,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,18,11,Stop,Stop,Stop,North,-1,-1,-1,-1,5,1,1241,1340,East
60,22,18,11,7,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,18,10,Stop,Stop,Stop,South,-1,-1,-1,-1,4,1,1340,1439,North
61,22,18,11,8,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,10,Stop,Stop,Stop,West,-1,-1,-1,-1,3,1,1439,1538,North
62,22,18,11,9,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,10,Stop,Stop,Stop,West,-1,-1,-1,-1,2,1,1538,1637,North
63,22,18,11,10,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,10,Stop,Stop,Stop,West,-1,-1,-1,-1,1,1,1637,1736,North
64,22,18,11,11,West,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,16,10,Stop,Stop,Stop,West,-1,-1,-1,-1,0,-1,1736,1735,South
65,22,18,11,10,West,Stop,East,North,South,South,4,False,False,False,False,True,1,1,3,1,5,1,16,10,Stop,Stop,Stop,West,-1,-1,-1,-1,0,-1,1735,1734,South
66,22,18,11,9,West,Stop,East,North,South,South,4,False,False,False,False,True,1,1,3,1,5,1,17,10,Stop,Stop,Stop,East,-1,-1,-1,-1,0,-1,1734,1733,East
67,22,18,12,9,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,17,10,Stop,Stop,Stop,East,-1,-1,-1,-1,0,-1,1733,1732,East
69,22,18,14,9,West,Stop,East,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,17,9,Stop,Stop,Stop,South,-1,-1,-1,-1,0,-1,1731,1730,East
70,22,18,15,9,West,Stop,None,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,17,9,Stop,Stop,Stop,South,-1,-1,-1,-1,0,-1,1730,1729,South
71,22,18,15,8,West,Stop,None,North,South,South,4,False,False,False,False,True,1,1,3,1,5,1,18,9,Stop,Stop,Stop,East,-1,-1,-1,-1,0,-1,1729,1728,South
75,22,18,17,8,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,18,9,Stop,Stop,Stop,West,-1,-1,-1,-1,0,-1,1725,1724,North
76,22,18,17,9,None,Stop,East,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,18,9,Stop,Stop,Stop,West,-1,-1,-1,-1,0,-1,1724,1923,East
3,22,18,11,5,West,Stop,East,North,South,West,4,False,True,True,True,True,1,3,6,16,14,15,18,5,West,West,East,West,12,12,12,12,12,2,-3,-4,West
4,22,18,10,5,West,Stop,East,North,South,West,4,False,True,True,True,True,1,4,6,15,14,15,19,5,North,South,East,East,10,10,10,10,12,2,-4,-5,North
5,22,18,10,6,West,Stop,East,North,South,North,4,False,True,True,True,True,1,3,6,14,14,14,20,5,South,South,South,East,12,12,12,12,12,1,-5,94,North
6,22,18,10,7,West,Stop,East,North,South,North,4,False,True,True,True,True,2,3,7,14,14,14,20,5,East,East,South,East,12,12,12,12,11,1,94,193,North
7,22,18,10,8,West,Stop,East,North,South,North,4,False,True,True,True,True,2,4,7,15,14,14,20,4,North,North,South,South,12,12,12,12,10,1,193,292,North
8,22,18,10,9,West,Stop,East,North,South,North,4,False,True,True,True,True,3,4,7,16,15,14,20,5,East,North,East,North,12,12,12,12,9,1,292,391,North
9,22,18,10,10,West,Stop,East,North,South,North,4,False,True,True,True,True,3,3,8,16,15,13,19,5,South,East,South,West,14,14,14,14,8,1,391,490,North
10,22,18,10,11,West,Stop,East,North,South,North,4,False,True,True,True,True,3,3,9,16,15,13,18,5,South,East,South,West,15,15,15,15,7,1,490,589,North
11,22,18,10,12,West,Stop,East,None,South,North,4,False,True,True,True,True,4,3,9,16,15,13,18,4,East,East,South,South,15,15,15,15,6,1,589,588,West
12,22,18,9,12,West,Stop,East,North,South,West,4,False,True,True,True,True,5,3,9,16,15,13,18,4,East,East,South,South,13,13,13,13,6,2,588,587,West
15,22,18,6,12,West,Stop,East,North,South,West,4,False,True,True,True,True,6,3,8,15,15,12,18,3,East,South,South,South,9,9,9,9,6,5,585,584,North
16,22,18,6,13,None,Stop,None,North,South,North,4,False,True,True,True,True,6,3,7,15,15,11,19,3,East,West,South,East,10,10,10,10,6,6,584,583,North
17,22,18,6,14,West,Stop,East,North,South,North,4,False,True,True,True,True,7,3,8,15,15,11,19,4,East,East,South,North,12,12,12,12,6,7,583,582,North
18,22,18,6,15,None,Stop,East,North,South,North,4,False,True,True,True,True,8,3,8,16,15,10,19,3,East,North,South,South,14,14,14,14,6,8,582,581,East
19,22,18,7,15,West,Stop,East,North,South,East,4,False,True,True,True,True,9,3,8,16,14,10,19,4,East,North,West,North,14,14,14,14,6,7,581,580,East
21,22,18,8,16,West,Stop,East,None,South,North,4,False,True,False,True,True,7,3,8,16,14,10,20,5,West,Stop,West,East,14,14,14,14,6,7,779,778,East
26,22,18,13,16,West,Stop,East,None,South,East,4,False,True,False,True,True,9,3,3,1,16,10,19,7,East,Stop,East,North,17,17,17,17,6,6,774,773,East
27,22,18,14,16,West,Stop,East,None,South,East,4,False,True,False,True,True,9,3,3,1,15,10,19,8,East,Stop,West,North,18,18,18,18,6,7,773,772,East
28,22,18,15,16,West,Stop,East,None,South,East,4,False,True,False,True,True,9,3,3,1,14,10,20,8,East,Stop,West,East,19,19,19,19,6,8,772,771,South
29,22,18,15,15,West,Stop,None,North,South,South,4,False,True,False,True,True,10,3,3,1,14,10,19,8,East,Stop,West,West,17,17,17,17,6,7,771,770,South
30,22,18,15,14,West,Stop,East,North,South,South,4,False,True,False,True,True,10,4,3,1,14,10,19,7,North,Stop,West,South,15,15,15,15,6,6,770,769,South
31,22,18,15,13,None,Stop,None,North,South,South,4,False,True,False,True,True,10,4,3,1,14,10,20,7,North,Stop,West,East,14,14,14,14,6,5,769,768,South
32,22,18,15,12,West,Stop,East,North,South,South,4,False,True,False,True,True,11,4,3,1,14,9,20,7,East,Stop,South,East,12,12,12,12,6,4,768,767,South
33,22,18,15,11,None,Stop,None,North,South,South,4,False,True,False,True,True,11,5,3,1,14,9,20,6,North,Stop,South,South,10,10,10,10,6,4,767,766,South
34,22,18,15,10,West,Stop,East,North,South,South,4,False,True,False,True,True,12,5,3,1,14,8,20,6,East,Stop,South,South,8,8,8,8,6,4,766,765,South
35,22,18,15,9,West,Stop,None,North,South,South,4,False,True,False,True,True,12,6,3,1,14,7,19,6,North,Stop,South,West,6,6,6,6,6,4,765,764,South
36,22,18,15,8,West,Stop,None,North,South,South,4,False,True,False,True,True,12,5,3,1,14,6,19,6,South,Stop,South,West,6,6,6,6,6,4,764,763,West
37,22,18,14,8,None,Stop,East,North,South,West,4,False,True,False,True,True,12,5,3,1,14,7,19,7,South,Stop,North,North,5,5,5,5,6,3,763,762,Stop
38,22,18,14,8,None,Stop,East,North,South,West,4,False,True,False,True,True,12,6,3,1,15,7,20,7,North,Stop,East,East,4,4,4,4,6,3,762,761,South
39,22,18,14,7,West,Stop,East,North,South,South,4,False,True,False,True,True,12,7,3,1,16,7,20,7,North,Stop,East,East,2,2,2,2,6,3,761,760,East
45,22,18,14,7,West,Stop,East,North,South,West,4,False,True,False,True,True,14,8,3,1,17,8,20,8,North,Stop,North,East,1,1,1,1,6,3,755,954,West
47,22,18,12,7,West,Stop,East,North,South,West,4,False,False,False,True,True,1,1,3,1,17,10,19,9,Stop,Stop,North,West,-1,-1,-1,-1,6,1,953,952,North
48,22,18,12,8,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,9,20,9,Stop,Stop,South,East,-1,-1,-1,-1,6,1,952,951,North
49,22,18,12,9,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,9,20,10,Stop,Stop,East,North,-1,-1,-1,-1,6,1,951,1050,West
50,22,18,11,9,West,Stop,East,North,South,West,4,False,False,False,True,True,1,1,3,1,17,9,20,11,Stop,Stop,West,North,-1,-1,-1,-1,5,1,1050,1049,East
51,22,18,12,9,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,10,20,12,Stop,Stop,North,North,-1,-1,-1,-1,5,2,1049,1048,East
53,22,18,14,9,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,10,20,12,Stop,Stop,West,South,-1,-1,-1,-1,5,4,1047,1046,North
54,22,18,14,10,None,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,18,10,20,13,Stop,Stop,East,North,-1,-1,-1,-1,5,3,1046,1045,East
55,22,18,15,10,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,18,11,19,13,Stop,Stop,North,West,-1,-1,-1,-1,5,4,1045,1044,East
57,22,18,17,10,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,18,9,19,13,Stop,Stop,South,West,-1,-1,-1,-1,5,6,1043,1042,East
58,22,18,18,10,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,17,9,20,13,Stop,Stop,West,East,-1,-1,-1,-1,5,7,1042,1241,South
60,22,18,17,9,None,Stop,East,North,South,West,4,False,False,False,False,True,1,1,3,1,5,1,20,13,Stop,Stop,Stop,South,-1,-1,-1,-1,5,7,1240,1239,East
62,22,18,19,9,West,Stop,East,None,South,East,4,False,False,False,False,True,1,1,3,1,5,1,20,15,Stop,Stop,Stop,North,-1,-1,-1,-1,5,9,1238,1237,East
63,22,18,20,9,West,Stop,None,North,South,East,4,False,False,False,False,True,1,1,3,1,5,1,20,15,Stop,Stop,Stop,North,-1,-1,-1,-1,5,10,1237,1236,North
64,22,18,20,10,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,20,16,Stop,Stop,Stop,North,-1,-1,-1,-1,5,9,1236,1235,North
65,22,18,20,11,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,19,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,9,1235,1234,North
66,22,18,20,12,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,18,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,9,1234,1233,North
67,22,18,20,13,West,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,10,1233,1232,North
68,22,18,20,14,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,16,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,11,1232,1231,North
69,22,18,20,15,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,16,Stop,Stop,Stop,East,-1,-1,-1,-1,5,12,1231,1230,North
70,22,18,20,16,West,Stop,None,None,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,16,Stop,Stop,Stop,East,-1,-1,-1,-1,5,13,1230,1229,West
3,22,18,12,6,West,Stop,None,North,South,North,4,False,True,True,True,True,3,4,7,15,14,16,19,4,East,Stop,North,East,11,11,11,11,12,2,-3,-4,North
4,22,18,12,7,West,Stop,East,North,South,North,4,False,True,True,True,True,3,5,7,15,14,15,18,4,North,Stop,South,West,11,11,11,11,12,1,-4,95,West
5,22,18,11,7,West,Stop,East,North,South,West,4,False,True,True,True,True,2,5,8,15,14,15,18,4,West,East,South,West,11,11,11,11,11,1,95,194,West
6,22,18,10,7,West,Stop,East,North,South,West,4,False,True,True,True,True,2,4,8,16,14,14,18,3,South,North,South,South,11,11,11,11,10,1,194,193,West
7,22,18,9,7,West,Stop,East,North,South,West,4,False,True,True,True,True,3,4,9,16,14,14,17,3,East,East,South,West,9,9,9,9,10,2,193,192,North
8,22,18,9,8,None,Stop,East,North,South,North,4,False,True,True,True,True,3,3,10,16,14,14,17,3,South,East,South,West,11,11,11,11,10,1,192,191,North
9,22,18,9,9,West,Stop,East,North,South,North,4,False,True,True,True,True,3,3,11,16,14,15,16,3,South,East,North,West,12,12,12,12,10,1,191,190,North
10,22,18,9,10,None,Stop,East,North,South,North,4,False,True,True,True,True,3,4,10,16,13,15,15,3,North,West,West,West,12,12,12,12,10,1,190,189,North
